date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:30:15	216352/216352	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:15%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/electronics/scanners/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/electronics/scanners/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:18	174741/174741	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:16%20GMT	https://sb-supermarket.mybigcommerce.com/login.php?action=create_account	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/logind85d.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:19	216337/216337	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:17%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/electronics/toshiba/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/electronics/toshiba/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:19	224134/224134	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:17%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/fashion-accessories/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/fashion-accessories/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:19	216292/216292	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:17%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/electronics/sony/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/electronics/sony/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:19	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:19%20GMT	https://sb-supermarket.mybigcommerce.com/checkout	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/checkout	(from https://sb-supermarket.mybigcommerce.com/)
04:30:20	220276/220276	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:20%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/technology/appliances/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/technology/appliances/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:20	220291/220291	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:20%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/technology/qunge-genga/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/technology/qunge-genga/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:21	220231/220231	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:21%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/technology/fashion/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/technology/fashion/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:21	220276/220276	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:21%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/technology/smartphone/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/technology/smartphone/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:24	152606/152606	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:23%20GMT	https://sb-supermarket.mybigcommerce.com/compare	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/compare.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:24	216229/216229	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:23%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/health-beauty/diam-sit/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/health-beauty/diam-sit/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:24	220311/220311	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:23%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/fashion-accessories/sound/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/fashion-accessories/sound/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:24	220059/220059	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:23%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/furnitures-decor/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/furnitures-decor/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:25	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:25%20GMT	https://sb-supermarket.mybigcommerce.com/wishlist.php	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/wishlist.php	(from https://sb-supermarket.mybigcommerce.com/)
04:30:25	216229/216229	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:26%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/health-beauty/scanners/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/health-beauty/scanners/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:26	216229/216229	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:26%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/health-beauty/monitors/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/health-beauty/monitors/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:27	154128/154128	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:26%20GMT	https://sb-supermarket.mybigcommerce.com/login.php?from=wishlist.php%3F	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/login830b.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:27	216244/216244	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:27%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/health-beauty/labore-et/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/health-beauty/labore-et/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:27	254960/254960	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:28%20GMT	https://sb-supermarket.mybigcommerce.com/electronics/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/electronics/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:28	216274/216274	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:28%20GMT	https://sb-supermarket.mybigcommerce.com/accessories/health-beauty/web-cameras/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accessories/health-beauty/web-cameras/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:28	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:28%20GMT	https://sb-supermarket.mybigcommerce.com/cart.php?action=add&product_id=111	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/cartbbcf.php	(from https://sb-supermarket.mybigcommerce.com/)
04:30:29	201756/201756	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:29%20GMT	https://sb-supermarket.mybigcommerce.com/electronics/jewelry/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/electronics/jewelry/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:29	201535/201535	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:29%20GMT	https://sb-supermarket.mybigcommerce.com/electronics/boys-news/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/electronics/boys-news/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:29	203263/203263	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:29%20GMT	https://sb-supermarket.mybigcommerce.com/electronics/cosmetics/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/electronics/cosmetics/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:29	201776/201776	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:30%20GMT	https://sb-supermarket.mybigcommerce.com/electronics/smart-tvs/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/electronics/smart-tvs/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:31	201525/201525	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:31%20GMT	https://sb-supermarket.mybigcommerce.com/electronics/handbags/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/electronics/handbags/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:31	201525/201525	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:31%20GMT	https://sb-supermarket.mybigcommerce.com/electronics/cup-cake/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/electronics/cup-cake/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:31	201545/201545	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:31%20GMT	https://sb-supermarket.mybigcommerce.com/electronics/delicacies/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/electronics/delicacies/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:32	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:32%20GMT	https://sb-supermarket.mybigcommerce.com/cart.php?action=add&product_id=107	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/cart2e17.php	(from https://sb-supermarket.mybigcommerce.com/)
04:30:33	201254/201254	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:32%20GMT	https://sb-supermarket.mybigcommerce.com/living-room/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/living-room/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:33	201312/201312	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:32%20GMT	https://sb-supermarket.mybigcommerce.com/food-restaurant/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/food-restaurant/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:33	201214/201214	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:33%20GMT	https://sb-supermarket.mybigcommerce.com/bedroom/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/bedroom/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:33	194946/194946	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:33%20GMT	https://sb-supermarket.mybigcommerce.com/metallurgy/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/metallurgy/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:34	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:34%20GMT	https://sb-supermarket.mybigcommerce.com/cart.php?action=add&product_id=104	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/cart4b78.php	(from https://sb-supermarket.mybigcommerce.com/)
04:30:35	205006/205006	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:36%20GMT	https://sb-supermarket.mybigcommerce.com/garden/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/garden/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:35	215560/215560	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:36%20GMT	https://sb-supermarket.mybigcommerce.com/utility/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/utility/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:36	201262/201262	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:36%20GMT	https://sb-supermarket.mybigcommerce.com/gifts-toys/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/gifts-toys/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:36	201246/201246	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:36%20GMT	https://sb-supermarket.mybigcommerce.com/publications/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/publications/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:37	258627/258627	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:37%20GMT	https://sb-supermarket.mybigcommerce.com/categories	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/categories.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:38	219751/219751	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:38%20GMT	https://sb-supermarket.mybigcommerce.com/kitchen/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/kitchen/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:38	156819/156819	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:38%20GMT	https://sb-supermarket.mybigcommerce.com/contact-us/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/contact-us/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:38	190082/190082	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:38%20GMT	https://sb-supermarket.mybigcommerce.com/blog/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/blog/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:39	161287/161287	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:39%20GMT	https://sb-supermarket.mybigcommerce.com/faqs/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/faqs/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:39	153026/153026	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:39%20GMT	https://sb-supermarket.mybigcommerce.com/pages/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/pages/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:39	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:40%20GMT	https://sb-supermarket.mybigcommerce.com/account.php?action=order_status	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accountd1d6.php	(from https://sb-supermarket.mybigcommerce.com/)
04:30:39	160829/160829	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:40%20GMT	https://sb-supermarket.mybigcommerce.com/photo-gallery/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/photo-gallery/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:42	156240/156240	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:41%20GMT	https://sb-supermarket.mybigcommerce.com/services/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/services/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:42	154155/154155	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:41%20GMT	https://sb-supermarket.mybigcommerce.com/login.php?from=account.php%3Faction%3Dorder_status	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/logind1fa.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:42	155567/155567	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:41%20GMT	https://sb-supermarket.mybigcommerce.com/support-24-7/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/support-24-7/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:42	154908/154908	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:42%20GMT	https://sb-supermarket.mybigcommerce.com/shipping-returns/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/shipping-returns/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:43	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:43%20GMT	https://sb-supermarket.mybigcommerce.com/account.php?action=view_orders	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accountf8f4.php	(from https://sb-supermarket.mybigcommerce.com/)
04:30:43	238868/238868	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:43%20GMT	https://sb-supermarket.mybigcommerce.com/?setCurrencyId=2	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/index612c.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:43	238830/238830	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:43%20GMT	https://sb-supermarket.mybigcommerce.com/?setCurrencyId=1	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/index85eb.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:43	222810/222810	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:43%20GMT	https://sb-supermarket.mybigcommerce.com/sample-able-brewing-system/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/sample-able-brewing-system/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:45	153635/153635	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:44%20GMT	https://sb-supermarket.mybigcommerce.com/login.php?from=account.php%3Faction%3Dview_orders	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/login91d7.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:45	224122/224122	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:46%20GMT	https://sb-supermarket.mybigcommerce.com/sample-chemex-coffeemaker-3-cup/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/sample-chemex-coffeemaker-3-cup/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:45	222461/222461	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:46%20GMT	https://sb-supermarket.mybigcommerce.com/sample-tiered-wire-basket/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/sample-tiered-wire-basket/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:46	222834/222834	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:46%20GMT	https://sb-supermarket.mybigcommerce.com/sample-canvas-laundry-cart/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/sample-canvas-laundry-cart/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:46	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:46%20GMT	https://sb-supermarket.mybigcommerce.com/account.php?action=update_account	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/account6eb7.php	(from https://sb-supermarket.mybigcommerce.com/)
04:30:50	153638/153638	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:48%20GMT	https://sb-supermarket.mybigcommerce.com/login.php?from=account.php%3Faction%3Dupdate_account	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/login83b1.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:50	224156/224156	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:49%20GMT	https://sb-supermarket.mybigcommerce.com/sample-smith-journal-13/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/sample-smith-journal-13/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:50	221348/221348	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:49%20GMT	https://sb-supermarket.mybigcommerce.com/sample-oak-cheese-grater/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/sample-oak-cheese-grater/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:50	228680/228680	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:49%20GMT	https://sb-supermarket.mybigcommerce.com/sample-fog-linen-chambray-towel-beige-stripe/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/sample-fog-linen-chambray-towel-beige-stripe/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:50	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:50%20GMT	https://sb-supermarket.mybigcommerce.com/account.php?action=view_returns	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accounta871.php	(from https://sb-supermarket.mybigcommerce.com/)
04:30:54	153636/153636	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:52%20GMT	https://sb-supermarket.mybigcommerce.com/login.php?from=account.php%3Faction%3Dview_returns	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/logine921.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:54	216289/216289	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:52%20GMT	https://sb-supermarket.mybigcommerce.com/sample-utility-caddy/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/sample-utility-caddy/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:54	220539/220539	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:52%20GMT	https://sb-supermarket.mybigcommerce.com/sample-laundry-detergent/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/sample-laundry-detergent/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:54	221392/221392	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:53%20GMT	https://sb-supermarket.mybigcommerce.com/sample-dustpan-brush/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/sample-dustpan-brush/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:54	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:54%20GMT	https://sb-supermarket.mybigcommerce.com/account.php?action=address_book	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/accounta6da.php	(from https://sb-supermarket.mybigcommerce.com/)
04:30:56	191137/191137	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:56%20GMT	https://sb-supermarket.mybigcommerce.com/blog/kire-tuma-demons-vel-eum-iriure-dolor/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/blog/kire-tuma-demons-vel-eum-iriure-dolor/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:56	191217/191217	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:56%20GMT	https://sb-supermarket.mybigcommerce.com/blog/incididunt-ut-labore-et-dolore-magna-aliqua/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/blog/incididunt-ut-labore-et-dolore-magna-aliqua/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:56	191163/191163	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:56%20GMT	https://sb-supermarket.mybigcommerce.com/blog/duis-aute-irure-dolor-in-rep-rehenderit/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/blog/duis-aute-irure-dolor-in-rep-rehenderit/index.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:58	153636/153636	---MCZ	200	added ('OK')	text/html	date:Mon,%2004%20Mar%202024%2021:30:57%20GMT	https://sb-supermarket.mybigcommerce.com/login.php?from=account.php%3Faction%3Daddress_book	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/login479d.html	(from https://sb-supermarket.mybigcommerce.com/)
04:30:58	152226/152226	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2004%20Mar%202024%2021:30:57%20GMT	https://sb-supermarket.mybigcommerce.com/smartphone/	/Users/maiyon9x/websites/user/sb-supermarket.mybigcommerce.com/smartphone/index.html	(from https://sb-supermarket.mybigcommerce.com/)
